Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-07-01,122.4573755723695,122.54453719160719,121.47918664056697,122.22492980957031,1585105,0.0,0.0
2024-07-02,121.83753210773929,122.22492692509684,121.45012990129925,121.70194244384766,1457744,0.0,0.0
2024-07-03,122.25398807406783,122.45737256971813,120.86903017494986,121.43075561523438,1441307,0.0,0.0
2024-07-04,122.52517318911326,123.83264923095703,122.21525288742376,123.83264923095703,1394064,0.0,0.0
2024-07-05,123.56146463266441,123.82295687427266,122.66075763966315,123.0965805053711,1084617,0.0,0.0
2024-07-08,122.90288338852045,123.16437563075115,122.11839188366322,122.4864273071289,1027669,0.0,0.0
2024-07-09,123.48398556385072,124.90768446201659,122.98036785431611,124.63650512695312,1781761,0.0,0.0
2024-07-10,123.96824167909841,124.49122619628906,123.25155235083437,124.49122619628906,1246766,0.0,0.0
2024-07-11,126.06987660789197,126.19578656998111,125.22728477708512,125.82775115966797,1598054,0.0,0.0
2024-07-12,126.68003496594291,127.68727030828092,125.79869480504448,127.51294708251953,1965561,0.0,0.0
2024-07-15,128.5686210523677,129.1013000274268,127.74538856562494,128.51051330566406,1364623,0.0,0.0
2024-07-16,128.25869236433508,128.8882274310954,127.86161783890529,128.2683868408203,1732649,0.0,0.0
2024-07-17,128.3264963100019,130.02137456315288,127.8422453805302,129.2949981689453,1919380,0.0,0.0
2024-07-18,129.04319342467969,129.7792495197266,127.75508417472342,128.48146057128906,2061262,0.0,0.0
2024-07-19,126.73815900732862,127.4839096069336,126.2926416317011,127.4839096069336,4022762,0.0,0.0
2024-07-22,126.39916514828515,127.53231048583984,126.07955777951362,127.53231048583984,1192662,0.0,0.0
2024-07-23,128.4136558693653,129.11097837886498,127.93909942412614,128.9463348388672,1351942,0.0,0.0
2024-07-24,128.42334827331007,128.90759918719408,128.1037408967668,128.59767150878906,1130255,0.0,0.0
2024-07-25,127.21272775345089,128.42335510253906,127.06744360466078,128.42335510253906,1796200,0.0,0.0
2024-07-26,129.15940642666794,129.2562625222739,128.35554812326788,128.9463348388672,1901929,0.0,0.0
2024-07-29,129.61460486612955,130.65089416503906,129.58555099276907,130.65089416503906,1391737,0.0,0.0
2024-07-30,129.30466941623274,131.66781616210938,129.091597838938,131.66781616210938,1937077,0.0,0.0
2024-07-31,132.04553108627323,133.1980505859806,131.3288492165265,133.15931701660156,2235562,0.0,0.0
2024-08-01,133.85664865967001,133.8857025332356,131.97775268554688,131.97775268554688,1586163,0.0,0.0
2024-08-02,129.2950009555462,130.02137736540882,127.51296104344306,128.2877655029297,3839143,0.0,0.0
2024-08-05,126.48635190348536,126.66067514900553,120.9561996459961,120.9561996459961,3591234,0.0,0.0
2024-08-06,121.54697792572249,124.37500145547504,121.54697792572249,123.66799926757812,2570052,0.0,0.0
2024-08-07,122.88350769071951,124.17162426779832,122.73823832966029,123.32901763916016,1843515,0.0,0.0
2024-08-08,123.33870860791089,125.04327392578125,122.96099347910477,125.04327392578125,1663083,0.0,0.0
2024-08-09,125.90524427665862,126.12799557095396,124.82052690113434,125.46942138671875,1941651,0.0,0.0
2024-08-12,126.58318449005296,126.91247156097916,126.05050553522236,126.41854095458984,886756,0.0,0.0
2024-08-13,126.32167582926937,128.34585571289062,126.12797843540771,128.34585571289062,1465262,0.0,0.0
2024-08-14,130.26349452287835,130.35065613974,128.52988277102594,129.98263549804688,1734568,0.0,0.0
2024-08-15,129.77924840789404,131.80341373555595,129.7211406611731,130.65089416503906,2248327,0.0,0.0
2024-08-16,132.7234813431589,133.77915954589844,132.23923043887712,133.77915954589844,4427410,0.0,0.0
2024-08-19,133.38206976341482,134.86387634277344,133.04308822040767,134.86387634277344,1937287,0.0,0.0
2024-08-20,135.83238589847485,136.88804937937525,134.64596520841621,135.20286560058594,1651316,0.0,0.0
2024-08-21,136.3073571920477,136.45527552111844,133.77291280458815,134.1476593017578,3533301,2.5,0.0
2024-08-22,135.05492621310853,135.09438113244204,134.0983475624482,134.57171630859375,1565951,0.0,0.0
2024-08-23,134.51253896955154,134.90701293945312,133.9701617133573,134.90701293945312,1738992,0.0,0.0
2024-08-26,135.60717663479238,137.36254437907533,135.2817412600465,136.88919067382812,1888745,0.0,0.0
2024-08-27,136.42570117966784,136.5736345664923,134.90701772271947,135.52828979492188,2163558,0.0,0.0
2024-08-28,135.05493358341744,136.65252685546875,134.31531180579998,136.65252685546875,2608279,0.0,0.0
2024-08-29,136.43556346009672,137.40199832367915,136.11998429374327,136.87933349609375,2115830,0.0,0.0
2024-08-30,137.520345241978,137.9444029035988,137.07657516643565,137.5696563720703,4322628,0.0,0.0
2024-09-02,137.42173167858806,139.9068500058349,136.75113344514116,139.80824279785156,1751323,0.0,0.0
2024-09-03,139.6800376333959,141.39596557617188,139.4926643752737,141.39596557617188,1892624,0.0,0.0
2024-09-04,139.5419815141202,139.61102010593638,137.12095098319327,138.00357055664062,2211376,0.0,0.0
2024-09-05,138.68402011116933,139.88713941681561,138.39802459470843,139.39405822753906,1585378,0.0,0.0
2024-09-06,139.8180939479841,142.2539161069721,139.44334744732657,141.48471069335938,2666532,0.0,0.0
2024-09-09,138.9206890225621,141.02121969764008,138.55581375887013,140.97190856933594,1988596,0.0,0.0
2024-09-10,142.0665438111597,143.23022319318918,141.20858739351405,141.7805633544922,2029126,0.0,0.0
2024-09-11,141.41567811179144,141.50444416147184,138.84179371921962,139.09820556640625,2649391,0.0,0.0
2024-09-12,139.99561862208142,141.0902594699807,139.69976689741927,140.98178100585938,1811911,0.0,0.0
2024-09-13,141.41567980133107,141.59319685516908,138.9897287641472,139.6898956298828,1991893,0.0,0.0
2024-09-16,140.0843727289385,141.13955867818515,139.8871432573418,141.01136779785156,1751879,0.0,0.0
2024-09-17,142.00737614847623,142.00737614847623,141.05079748033128,141.06065368652344,1556054,0.0,0.0
2024-09-18,140.67604999087402,141.76083457011995,140.39006953687806,141.3367919921875,1505418,0.0,0.0
2024-09-19,142.5004686128456,142.9935498191184,141.1987270054161,142.02711486816406,3443075,0.0,0.0
2024-09-20,142.50045776367188,142.82589314075244,141.58333401269823,142.50045776367188,6443818,0.0,0.0
2024-09-23,141.5636144623972,141.80028380612094,140.34076767846338,140.41966247558594,1459099,0.0,0.0
2024-09-24,140.53798593774863,140.912732432279,136.14956665039062,136.14956665039062,3339377,0.0,0.0
