Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-07-04,43.60004902569775,43.96754773929187,43.119849061709736,43.874446868896484,7772273,0.0,0.0
2024-07-05,43.629449097229475,43.7862484037536,43.325648805293206,43.50204849243164,5147858,0.0,0.0
2024-07-08,43.21784536595437,43.227647424727486,42.551447428205364,42.61024856567383,6843748,0.0,0.0
2024-07-09,42.776851429409966,43.04144721138362,42.688651589288675,42.86505126953125,6436472,0.0,0.0
2024-07-10,42.492651629939886,42.55144903123333,42.23785042970088,42.30644989013672,5499582,0.0,0.0
2024-07-11,42.767049820401475,42.85524966145104,42.39465007614884,42.68865203857422,4849539,0.0,0.0
2024-07-12,42.24765281906087,42.68865202415978,42.22805243901311,42.53185272216797,5730332,0.0,0.0
2024-07-15,43.07084933135697,43.07084933135697,42.74744867384404,42.79644775390625,4958854,0.0,0.0
2024-07-16,42.18885165010879,42.34565095199353,41.89485342637369,42.21825408935547,8870813,0.0,0.0
2024-07-17,42.0516541023911,42.28685493209904,41.80665495154091,41.845855712890625,9282537,0.0,0.0
2024-07-18,41.79685374862511,41.99285006507959,41.64985277289415,41.8066520690918,8109631,0.0,0.0
2024-07-19,41.179457120961146,41.24805658312421,40.914857593307765,40.92465591430664,13465553,0.0,0.0
2024-07-22,40.91485664744904,40.93445702738399,40.5179592343395,40.80705642700195,6120239,0.0,0.0
2024-07-23,41.01285526303444,41.09125678364268,40.63065719604492,40.63065719604492,8066150,0.0,0.0
2024-07-24,40.48365763848736,40.72865676879883,40.199457750112444,40.72865676879883,5777270,0.0,0.0
2024-07-25,40.55226009498646,40.699257341010636,40.32686132703712,40.366058349609375,7438326,0.0,0.0
2024-07-26,41.04225775649393,41.44405620416452,40.85605601399934,41.25785446166992,8529257,0.0,0.0
2024-07-29,41.444055027287654,41.58125394624644,41.22845458984375,41.22845458984375,5785958,0.0,0.0
2024-07-30,40.738455553936035,41.00305506629825,40.48365810039655,40.70905685424805,8587576,0.0,0.0
2024-07-31,40.49345743006922,41.453853607177734,40.35625851025232,41.453853607177734,12017032,0.0,0.0
2024-08-01,41.97325559909169,42.06145170303223,41.483257305784846,41.64005661010742,7112335,0.0,0.0
2024-08-02,40.679655396736955,41.140254974365234,40.62085799594368,41.140254974365234,9014754,0.0,0.0
2024-08-05,40.32685945054474,41.03245442308672,40.179858472970494,40.28765869140625,9434809,0.0,0.0
2024-08-06,40.277858744152496,40.699257581009334,40.228859661855495,40.43465805053711,10495681,0.0,0.0
2024-08-07,40.199459075927734,40.45425653496349,40.06226015657077,40.199459075927734,7249147,0.0,0.0
2024-08-08,39.75846191208712,39.778062292767494,39.25866528910383,39.405662536621094,7985004,0.0,0.0
2024-08-09,39.83686138057532,40.199459058488586,39.5134607236112,40.042659759521484,7895708,0.0,0.0
2024-08-12,40.05245946587695,40.12105892789904,39.60166193304883,39.82706069946289,4248347,0.0,0.0
2024-08-13,39.827060008644374,40.17985937200441,39.76826260701119,39.93486022949219,6039761,0.0,0.0
2024-08-14,39.640860152202016,39.866258904164816,38.76866384379248,38.82746124267578,10698192,0.0,0.0
2024-08-15,38.52366489029205,38.641263426990726,37.98466380877716,38.425662994384766,12352694,0.0,0.0
2024-08-16,39.26846071412044,39.444860388843615,38.87646060620447,39.209659576416016,11695311,0.0,0.0
2024-08-19,39.10186595387028,39.2488632012816,38.817666041795206,38.935264587402344,6156130,0.0,0.0
2024-08-20,39.405661605288394,39.523263886591174,39.14106207994256,39.444862365722656,5820593,0.0,0.0
2024-08-21,39.1018635117501,40.08186005351437,39.03326405289781,40.062259674072266,9386197,0.0,0.0
2024-08-22,40.307261164106684,40.415061388140444,40.04266163376664,40.12105941772461,6390982,0.0,0.0
2024-08-23,39.866258815310545,39.97405903087641,39.71925784164981,39.8564567565918,5786729,0.0,0.0
2024-08-26,40.01326152421709,40.20925784641106,39.885860924078834,40.0230598449707,5951917,0.0,0.0
2024-08-27,41.07165710446899,41.09125748495557,40.522857666015625,40.522857666015625,7708889,0.0,0.0
2024-08-28,40.05245658703965,40.366055173283165,39.68985892264372,39.94465637207031,10748562,0.0,0.0
2024-08-29,39.37626385334139,39.719261169433594,39.317462711272576,39.719261169433594,9420254,0.0,0.0
2024-08-30,39.88586068400993,40.08186074341441,39.64086154435187,39.95446014404297,13243753,0.0,0.0
2024-09-02,39.90546007417177,39.944657094368466,39.44486050675219,39.52326202392578,4541942,0.0,0.0
2024-09-03,39.39586275902165,39.542860001104465,38.83726501464844,38.83726501464844,8507301,0.0,0.0
2024-09-04,38.102266242453865,38.30806461713062,37.85726710925103,37.8670654296875,9726696,0.0,0.0
2024-09-05,38.22966243233645,38.406062104232596,38.02386406125429,38.13166427612305,8452372,0.0,0.0
2024-09-06,38.21986743902462,38.28846690202344,37.51426869001925,37.680870056152344,8359748,0.0,0.0
2024-09-09,37.81806729667437,38.05326811532385,37.563269836661775,37.98466491699219,7627507,0.0,0.0
2024-09-10,38.21006599052648,38.33746284658846,37.88666534423828,37.88666534423828,7049076,0.0,0.0
2024-09-11,37.97486811222424,38.602065335806266,37.93566735115278,38.55306625366211,9266380,0.0,0.0
2024-09-12,37.876869215204195,38.08266759926267,37.685770181665575,38.033668518066406,10485994,0.0,0.0
2024-09-13,38.40606289792254,39.06756355039851,38.31786306015175,38.807861328125,9514813,0.0,0.0
2024-09-16,38.95486159303883,39.003860671264015,38.729462842490946,38.75886154174805,6593222,0.0,0.0
2024-09-17,38.8470613779094,38.93526121407075,38.70986246352286,38.75886154174805,6834242,0.0,0.0
2024-09-18,38.75886243258818,39.11166178534238,38.23946546236124,38.406063079833984,5265271,0.0,0.0
2024-09-19,39.19986081432542,39.48406070244289,38.41586434571692,39.38605880737305,13305298,0.0,0.0
2024-09-20,39.856458906956874,40.01326194779631,39.32726359768479,39.53306198120117,15808676,0.0,0.0
2024-09-23,38.70986396738276,39.10186408519334,38.62166412779489,39.01366424560547,5167820,0.0,0.0
2024-09-24,39.19006519596865,40.60125893675856,39.101865353519884,40.29745864868164,11460753,0.0,0.0
2024-09-25,41.042258797173226,41.845855712890625,41.00305803582351,41.845855712890625,14594112,0.0,0.0
2024-09-26,41.738055067451,42.688652959448,41.60085614250099,42.492652893066406,13898957,0.0,0.0
2024-09-27,43.46284520489257,43.962645535530314,43.38444742538261,43.84504699707031,15160689,0.0,0.0
2024-09-30,44.58984425643199,45.3052413090822,44.413444573489166,45.04064178466797,16710510,0.0,0.0
2024-10-01,44.29584686360863,44.46244449041375,43.658847581187125,43.747047424316406,11765854,0.0,0.0
2024-10-02,44.1488435709418,44.56044406349114,43.88424405538654,44.15864562988281,7781903,0.0,0.0
2024-10-03,44.5408458271599,44.825045735881815,44.23704553800298,44.46244430541992,7389168,0.0,0.0
2024-10-04,43.619644483336245,43.756847139601746,43.09044919130127,43.68824768066406,9661654,0.0,0.0
2024-10-07,43.94304610447694,44.07044670461921,43.747046043886584,43.962646484375,6059458,0.0,0.0
2024-10-08,44.00184785583532,44.69274349949238,42.47305184804718,42.9140510559082,12502297,0.0,0.0
2024-10-09,42.4436518587245,42.71804969600264,41.94385152552199,42.414249420166016,8605304,0.0,0.0
2024-10-10,42.4142500255913,43.178649886390346,42.38485132500333,43.0218505859375,8307883,0.0,0.0
2024-10-11,42.87485120660551,42.94345066946485,42.56125259399414,42.56125259399414,6467361,0.0,0.0
2024-10-14,42.590648229277306,43.531443999376876,42.463251372219496,42.92384719848633,6157139,0.0,0.0
