Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-07-01,122.45738073283776,123.83265163648277,120.86903823218915,123.09658813476562,6962837,0.0,0.0
2024-07-08,122.90287657038787,127.68727030828092,122.11838510905093,127.51294708251953,7619811,0.0,0.0
2024-07-15,128.56862700405634,130.0213798515598,126.2926416317011,127.4839096069336,11100676,0.0,0.0
2024-07-22,126.39915530434602,129.2562472268097,126.07954796046543,128.94631958007812,7372988,0.0,0.0
2024-07-29,129.61460834926567,133.88570518601767,127.51296104344306,128.2877655029297,10989682,0.0,0.0
2024-08-05,126.4863513153557,126.6606745600653,120.95619908358026,125.46942138671875,11609535,0.0,0.0
2024-08-12,126.58318342362543,133.77915954589844,126.0505044732825,133.77915954589844,10762323,0.0,0.0
2024-08-19,133.38207829379132,136.8880503230107,131.37727233575768,132.49105834960938,10426847,2.5,0.0
2024-08-26,135.60718775649244,137.9444029035988,134.31531740535272,137.5696563720703,13099040,0.0,0.0
2024-09-02,137.4217267088774,142.2539161069721,136.75112849968195,141.48471069335938,10107233,0.0,0.0
2024-09-09,138.92069017442023,143.23023002352025,138.5558149077029,139.6898956298828,10470917,0.0,0.0
2024-09-16,140.0843630464116,142.9935389324043,139.88713358844723,142.50045776367188,14700244,0.0,0.0
2024-09-23,141.5636068576641,141.8002761886741,131.15959116546165,132.3035430908203,13699505,0.0,0.0
2024-09-30,132.63883859399817,134.22656060955697,130.27205492810694,130.9031982421875,10860135,0.0,0.0
2024-10-07,131.9682538581787,135.0549318036957,131.28779942411455,133.7630615234375,6786516,0.0,0.0
2024-10-14,135.00562789734616,140.87330627441406,134.14767141597235,140.87330627441406,10925745,0.0,0.0
2024-10-21,141.51430620029993,142.45115748268947,138.62485755441043,142.02711486816406,6680260,0.0,0.0
2024-10-28,142.00738358313617,142.48073731507304,138.45719297450026,140.12380981445312,7858428,0.0,0.0
2024-11-04,140.91273720301967,147.65808404708037,139.078474635146,147.25376892089844,7676031,0.0,0.0
2024-11-11,147.23403969829377,152.800930295479,145.60686281614826,152.98336791992188,9760449,0.0,0.0
2024-11-18,151.25759514510963,156.95761266672912,149.94599733509764,156.82940673828125,11971654,0.0,0.0
2024-11-25,157.7859841798555,158.05225224149933,151.96763203228093,156.38563537597656,11405226,0.0,0.0
2024-12-02,157.2928962787052,157.2928962787052,153.97939015017596,154.88665771484375,7323198,0.0,0.0
2024-12-09,154.82748888913108,157.1745600964542,153.29893423770335,156.020751953125,7985975,0.0,0.0
2024-12-16,156.109509674155,159.137020393034,148.18075561523438,148.18075561523438,16716795,0.0,0.0
2024-12-23,149.8868249653974,154.04843139648438,149.4134561905508,154.04843139648438,3179228,0.0,0.0
2024-12-30,153.26935308696733,153.57506101274245,150.38976078454763,152.88475036621094,3437203,0.0,0.0
2025-01-06,153.84132913094916,159.46245160889745,153.09185114977058,153.89064025878906,7459416,0.0,0.0
2025-01-13,151.50413273129593,153.6441033110361,148.91052083137103,151.7703857421875,10479872,0.0,0.0
2025-01-20,152.5494563978277,157.25345502278637,151.22800245966693,156.45465087890625,6252614,0.0,0.0
2025-01-27,156.45465259689365,159.19126217801212,156.45465259689365,158.33822631835938,7040755,0.0,0.0
2025-02-03,154.3344166226344,160.7198242240023,154.00898122276072,160.41903686523438,7797115,0.0,0.0
2025-02-10,158.683396558635,165.5963896161576,157.59861189162555,163.1507110595703,9394613,0.0,0.0
2025-02-17,162.7069399360977,163.1605662138156,149.32470893347164,149.6304168701172,14409400,2.25,0.0
2025-02-24,149.89999389648438,157.67999267578125,148.97999572753906,156.74000549316406,13065770,0.0,0.0
2025-03-03,158.39999389648438,158.39999389648438,147.22000122070312,148.5,10045886,0.0,0.0
2025-03-10,149.1999969482422,149.5800018310547,141.41000366210938,142.36000061035156,12313430,0.0,0.0
2025-03-17,143.88999938964844,146.9499969482422,142.5399932861328,145.60000610351562,14784531,0.0,0.0
2025-03-24,146.75,151.1699981689453,146.2899932861328,150.42999267578125,8470377,0.0,0.0
2025-03-31,149.5,156.3699951171875,147.94000244140625,154.0,12805532,0.0,0.0
2025-04-07,144.0800018310547,157.44000244140625,140.2100067138672,154.67999267578125,16773013,0.0,0.0
2025-04-14,155.38999938964844,161.25,154.89999389648438,161.25,7777351,0.0,0.0
2025-04-21,161.25,168.6999969482422,159.30999755859375,164.72000122070312,10729283,0.0,0.0
2025-04-28,166.52000427246094,169.75,162.47000122070312,169.66000366210938,12518834,0.0,0.0
2025-05-05,169.27999877929688,169.49000549316406,164.10000610351562,167.0399932861328,10770469,0.0,0.0
2025-05-12,168.3000030517578,172.9199981689453,165.25,169.66000366210938,11050718,0.0,0.0
2025-05-19,169.66000366210938,176.4600067138672,169.49000549316406,173.83999633789062,9441338,0.0,0.0
2025-05-26,173.5,176.63999938964844,172.56500244140625,175.9499969482422,9610912,0.0,0.0
2025-06-02,175.89999389648438,182.0,175.1999969482422,179.89999389648438,8409343,0.0,0.0
2025-06-09,179.89999389648438,183.19000244140625,178.5500030517578,179.35000610351562,7795074,0.0,0.0
2025-06-16,178.5,183.30999755859375,178.02000427246094,182.52999877929688,12833643,0.0,0.0
2025-06-23,182.0,192.0,180.8300018310547,185.36000061035156,9884506,0.0,0.0
